name,description,brand,price,compareAtPrice,stock,categoryName,imageUrls,specs
"15.6"" Laptop Bag – Waterproof, Padded, Brown","Protect your laptop with this durable 15.6-inch brown waterproof, padded laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Unknown,4500.0,,10,Bags,data/Brown jeep side bag @4500.jpeg,{}
"14"" Laptop Sleeve – Leather, Brown","Protect your laptop with this 14-inch brown leather laptop sleeve. This laptop sleeve offers reliable protection against scratches, dust, and minor shocks. It is lightweight, slim, and easy to carry on its own or inside a backpack. The soft inner lining helps keep your laptop safe while the smooth zip closure allows quick access. Ideal for students, professionals, and anyone looking for a simple protective laptop case.

Keywords: laptop sleeve in Kenya, padded laptop sleeve, slim laptop sleeve, waterproof laptop sleeve, 13 inch laptop sleeve, 14 inch laptop sleeve, 15.6 inch laptop sleeve.",Unknown,2500.0,,10,Bags,data/Brown sleeve leather @2500.jpeg,{}
"15.6"" Laptop Bag – Waterproof, Padded, Brown","Protect your laptop with this durable 15.6-inch brown waterproof, padded laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Unknown,4500.0,,10,Bags,data/Dark brown jeep side bag @4500.jpeg,{}
"14"" Laptop Sleeve – Leather, Green","Protect your laptop with this 14-inch green leather laptop sleeve. This laptop sleeve offers reliable protection against scratches, dust, and minor shocks. It is lightweight, slim, and easy to carry on its own or inside a backpack. The soft inner lining helps keep your laptop safe while the smooth zip closure allows quick access. Ideal for students, professionals, and anyone looking for a simple protective laptop case.

Keywords: laptop sleeve in Kenya, padded laptop sleeve, slim laptop sleeve, waterproof laptop sleeve, 13 inch laptop sleeve, 14 inch laptop sleeve, 15.6 inch laptop sleeve.",Unknown,2000.0,,10,Bags,data/Green sleeve bag leather@2k.jpeg,{}
"15.6"" Laptop Bag – Waterproof, Padded, Grey","Protect your laptop with this durable 15.6-inch grey waterproof, padded laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Unknown,3500.0,,10,Bags,data/Grey haoyu laptop bag@3500.jpeg,{}
"14"" Laptop Sleeve – Leather, Grey","Protect your laptop with this 14-inch grey leather laptop sleeve. This laptop sleeve offers reliable protection against scratches, dust, and minor shocks. It is lightweight, slim, and easy to carry on its own or inside a backpack. The soft inner lining helps keep your laptop safe while the smooth zip closure allows quick access. Ideal for students, professionals, and anyone looking for a simple protective laptop case.

Keywords: laptop sleeve in Kenya, padded laptop sleeve, slim laptop sleeve, waterproof laptop sleeve, 13 inch laptop sleeve, 14 inch laptop sleeve, 15.6 inch laptop sleeve.",Unknown,2500.0,,10,Bags,data/Grey pu leather sleeve bag@2500.jpeg,{}
"14"" Laptop Sleeve – Leather, Grey","Protect your laptop with this 14-inch grey leather laptop sleeve. This laptop sleeve offers reliable protection against scratches, dust, and minor shocks. It is lightweight, slim, and easy to carry on its own or inside a backpack. The soft inner lining helps keep your laptop safe while the smooth zip closure allows quick access. Ideal for students, professionals, and anyone looking for a simple protective laptop case.

Keywords: laptop sleeve in Kenya, padded laptop sleeve, slim laptop sleeve, waterproof laptop sleeve, 13 inch laptop sleeve, 14 inch laptop sleeve, 15.6 inch laptop sleeve.",Unknown,2500.0,,10,Bags,data/Grey sleeve bag leather@2500.jpeg,{}
"14"" Laptop Sleeve – Padded, Protective, Grey","Protect your laptop with this 14-inch grey padded, protective laptop sleeve. This laptop sleeve offers reliable protection against scratches, dust, and minor shocks. It is lightweight, slim, and easy to carry on its own or inside a backpack. The soft inner lining helps keep your laptop safe while the smooth zip closure allows quick access. Ideal for students, professionals, and anyone looking for a simple protective laptop case.

Keywords: laptop sleeve in Kenya, padded laptop sleeve, slim laptop sleeve, waterproof laptop sleeve, 13 inch laptop sleeve, 14 inch laptop sleeve, 15.6 inch laptop sleeve.",Unknown,2000.0,,10,Bags,data/Grey sleeve bag with handles@2000.jpeg,{}
"15.6"" Laptop Bag – Waterproof, Padded, Black","Protect your laptop with this durable 15.6-inch black waterproof, padded laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Unknown,3500.0,,10,Bags,data/Huan lv backpack@3500.jpeg,{}
"15.6"" Laptop Bag – Waterproof, Padded, Green","Protect your laptop with this durable 15.6-inch green waterproof, padded laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Unknown,3000.0,,10,Bags,data/Jungle green business king@3k.jpeg,{}
"15.6"" Laptop Bag – Waterproof, Padded, Black","Protect your laptop with this durable 15.6-inch black waterproof, padded laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Unknown,2000.0,,10,Bags,data/Lines laptop backpack @2k.jpeg,{}
"14"" Laptop Sleeve – Padded, Protective, Pink","Protect your laptop with this 14-inch pink padded, protective laptop sleeve. This laptop sleeve offers reliable protection against scratches, dust, and minor shocks. It is lightweight, slim, and easy to carry on its own or inside a backpack. The soft inner lining helps keep your laptop safe while the smooth zip closure allows quick access. Ideal for students, professionals, and anyone looking for a simple protective laptop case.

Keywords: laptop sleeve in Kenya, padded laptop sleeve, slim laptop sleeve, waterproof laptop sleeve, 13 inch laptop sleeve, 14 inch laptop sleeve, 15.6 inch laptop sleeve.",Unknown,1500.0,,10,Bags,data/Pink sleeve bag@1500.jpeg,{}
"15.6"" Laptop Bag – Waterproof, Padded, Black","Protect your laptop with this durable 15.6-inch black waterproof, padded laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Unknown,3500.0,,10,Bags,data/Ponasso side bag black@3500.jpeg,{}
"14"" Laptop Sleeve – Padded, Protective, Purple","Protect your laptop with this 14-inch purple padded, protective laptop sleeve. This laptop sleeve offers reliable protection against scratches, dust, and minor shocks. It is lightweight, slim, and easy to carry on its own or inside a backpack. The soft inner lining helps keep your laptop safe while the smooth zip closure allows quick access. Ideal for students, professionals, and anyone looking for a simple protective laptop case.

Keywords: laptop sleeve in Kenya, padded laptop sleeve, slim laptop sleeve, waterproof laptop sleeve, 13 inch laptop sleeve, 14 inch laptop sleeve, 15.6 inch laptop sleeve.",Unknown,1500.0,,10,Bags,data/Purple sleeve bag@1500.jpeg,{}
"15.6"" Laptop Bag – Anti-theft, Black","Protect your laptop with this durable 15.6-inch black anti-theft laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Unknown,4000.0,,10,Bags,data/Reflector biowang antitheft@4k.jpeg,{}
"15.6"" Laptop Bag – Waterproof, Padded, Green","Protect your laptop with this durable 15.6-inch green waterproof, padded laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Unknown,4000.0,,10,Bags,data/U green backpack@4k.jpeg,{}
"15.6"" Laptop Bag – Anti-theft, Black","Protect your laptop with this durable 15.6-inch black anti-theft laptop bag. This high-quality laptop bag is designed for safe and convenient carrying of your laptop and accessories. It features a padded laptop compartment, durable zip closure, comfortable handles, and extra pockets for charger, mouse, documents, and other essentials. Suitable for office use, school, travel, and daily business needs. Fits many laptop brands including HP, Dell, Lenovo, Acer, Asus, and Toshiba.

Keywords: laptop bag in Kenya, waterproof laptop bag, office laptop bag, school laptop bag, travel laptop bag, padded laptop bag.",Unknown,4500.0,,10,Bags,data/Wiersoon antitheft backpack @4500.jpeg,{}
Dell precision5540,Dell precision5540,Dell,0.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell precision5540.jfif,{}
Hp pavillion,Hp pavillion,Hp,0.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp pavillion.jfif,{}
Lenovo 390,Lenovo 390,Lenovo,0.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/lenovo 390.jfif,{}
Lenovo t14s,Lenovo t14s,Lenovo,0.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/lenovo t14s.jfif,{}
HP x2 detachable 8/256,HP x2 detachable 8/256,Hp,28000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp x2.jfif,{}
HP 745 G6 ryzen7 8/266,HP 745 G6 ryzen7 8/266,Hp,32500.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/HP 745 G6 ryzen7.jfif,{}
T460 i5 8/256,T460 i5 8/256,Unknown,24000.0,,5,Laptops,,{}
T470 i7 8/256,T470 i7 8/256,Unknown,26000.0,,5,Laptops,,{}
X240 i5 8/256,X240 i5 8/256,Unknown,19500.0,,5,Laptops,,{}
X250 i5 7/256,X250 i5 7/256,Unknown,20000.0,,5,Laptops,,{}
X250 i7 8/256,X250 i7 8/256,Unknown,24000.0,,5,Laptops,,{}
Yoga 11E 4/128,Yoga 11E 4/128,Unknown,15000.0,,5,Laptops,,{}
1040 G8 i7 32/512,1040 G8 i7 32/512,Unknown,65000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/1040 g8.jfif,{}
830 G8 i7 16/512,830 G8 i7 16/512,Unknown,48500.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/830 g8.jfif,{}
830 G6 i5 8/256 x360 touch,830 G6 i5 8/256 x360 touch,Unknown,37500.0,,5,Laptops,,{}
640 G2 i5 6th gen 8/256,640 G2 i5 6th gen 8/256,Unknown,25500.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 G2 i5 6th.jfif,{}
820 G3 i5 8/256,820 G3 i5 8/256,Unknown,24000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/820 g3.jfif,{}
820 G2 i5 8/500gb,820 G2 i5 8/500gb,Unknown,19500.0,,5,Laptops,,{}
HP 11 G10 12thgen i5 8/256,HP 11 G10 12thgen i5 8/256,Hp,30000.0,,5,Laptops,,{}
HP 11 G6 i5 10th gen 8/256,HP 11 G6 i5 10th gen 8/256,Hp,26000.0,,5,Laptops,,{}
HP 11 G1 4/128,HP 11 G1 4/128,Hp,17500.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp 11 g1.jfif,{}
11 G1 8/128,11 G1 8/128,Unknown,18500.0,,5,Laptops,,{}
HP 830 G6 i5 8/256,HP 830 G6 i5 8/256,Hp,30500.0,,5,Laptops,,{}
HP 840 G5 i5 8/256,HP 840 G5 i5 8/256,Hp,30500.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g5.jfif,{}
HP 840 G3 i7 8/256,HP 840 G3 i7 8/256,Hp,27500.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g3.jfif,{}
HP 840 G4 i7 8/256,HP 840 G4 i7 8/256,Hp,28500.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/840 g4.jfif,{}
X390 i5 16/256 touch,X390 i5 16/256 touch,Unknown,28500.0,,5,Laptops,,{}
X390 i5 16/256 normal,X390 i5 16/256 normal,Unknown,27500.0,,5,Laptops,,{}
X390 i5 8/256,X390 i5 8/256,Unknown,27000.0,,5,Laptops,,{}
X280 i7 16/256,X280 i7 16/256,Unknown,32000.0,,5,Laptops,,{}
X280 i7 16/256 touch,X280 i7 16/256 touch,Unknown,32500.0,,5,Laptops,,{}
X280 i5 8/256,X280 i5 8/256,Unknown,23500.0,,5,Laptops,,{}
X280 i5 16/256,X280 i5 16/256,Unknown,26500.0,,5,Laptops,,{}
X280 i5 8/256 touch,X280 i5 8/256 touch,Unknown,27000.0,,5,Laptops,,{}
Dell 5300 i5 16/256 touch x360,Dell 5300 i5 16/256 touch x360,Dell,29500.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/dell 5300.jfif,{}
Dell 5300 i5 8/256 touch,Dell 5300 i5 8/256 touch,Dell,29000.0,,5,Laptops,,{}
830 G7 i7 16/512 x360 touch,830 G7 i7 16/512 x360 touch,Unknown,43000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/830 g7.jfif,{}
830 G8 i7 16/512  TOUCH,830 G8 i7 16/512  TOUCH,Unknown,50000.0,,5,Laptops,,{}
840 G6 i7 16/512,840 G6 i7 16/512,Unknown,45500.0,,5,Laptops,,{}
845 G8 Ryzen 5 8/256,845 G8 Ryzen 5 8/256,Unknown,37000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/845 g8 ryzen.jfif,{}
840 G3/G4 i5 8/256,840 G3/G4 i5 8/256,Unknown,25500.0,,5,Laptops,,{}
820 G3 i5 8/256,820 G3 i5 8/256,Unknown,24500.0,,5,Laptops,,{}
640 G3 i5 8/256 6th gen,640 G3 i5 8/256 6th gen,Unknown,23500.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 640 G3 i5.jfif,{}
640 G4 i5 8/256 7th gen,640 G4 i5 8/256 7th gen,Unknown,24000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/640 g4.jfif,{}
845 G7 Ryzen 5 8/256,845 G7 Ryzen 5 8/256,Unknown,34000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/845 G7 Ryzen 5.jfif,{}
745 G6 Ryzen 5 8/256,745 G6 Ryzen 5 8/256,Unknown,30000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/745 G6 Ryzen 5.jfif,{}
640 G2 i5 6th gen 8/256,640 G2 i5 6th gen 8/256,Unknown,23500.0,,5,Laptops,,{}
640 G3 i5 8/256,640 G3 i5 8/256,Unknown,25000.0,,5,Laptops,,{}
Hp 840 g7 i7 10th gen 16gb 512gb touch,Hp 840 g7 i7 10th gen 16gb 512gb touch,Hp,48000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 840 g7 i7.jfif,{}
Hp 830 g7 i5 10th gen 8gb 256gb touch,Hp 830 g7 i5 10th gen 8gb 256gb touch,Hp,37000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 830 g7 i5 10th.jfif,{}
Hp 640 g5 i5 8th gen 8gb 256gb non,Hp 640 g5 i5 8th gen 8gb 256gb non,Hp,28000.0,,5,Laptops,,{}
Hp 840 g3 i5 6th gen 8gb 256gb ts,Hp 840 g3 i5 6th gen 8gb 256gb ts,Hp,29000.0,,5,Laptops,,{}
Hp840 G3 i7 8/256,Hp840 G3 i7 8/256,Hp,27000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp840 G3.jfif,{}
Hp 840 g5 i5 7th gen 8gb 256gb touch,Hp 840 g5 i5 7th gen 8gb 256gb touch,Hp,32000.0,,5,Laptops,,{}
840g5 i7 core 16ram 512ssd touchscreen,840g5 i7 core 16ram 512ssd touchscreen,Unknown,40500.0,,5,Laptops,,{}
Hp 840 g5 i7 8th 16gb 512gb non,Hp 840 g5 i7 8th 16gb 512gb non,Hp,39000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 840 g5 i7 8th 16gb 512gb non.jfif,{}
Hp 830 g6 i5 8th gen 8gb 256gb touch x360,Hp 830 g6 i5 8th gen 8gb 256gb touch x360,Hp,37000.0,,5,Laptops,"data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp 830 g6 i5 8th gen 8gb 256gb.jfif,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/Hp840 G6 i5 8th.jfif",{}
hp 830 G5 i5 8th gen8/256 SSD,hp 830 G5 i5 8th gen8/256 SSD,Hp,30000.0,,5,Laptops,data/NEX GEN LAPTOPS/NEX GEN LAPTOPS/hp 830 G5 i5 8th.jfif,{}
840 G6 i5 8th 8/256 touch,840 G6 i5 8th 8/256 touch,Unknown,32500.0,,5,Laptops,,{}
11g4 core i5 8ram 256gb,11g4 core i5 8ram 256gb,Unknown,24000.0,,5,Laptops,,{}
